userName,content,score,at,appVersion
Clara Petra Tamba,👍👍👍👍👍,3,2025-02-21 04:19:41,5.10.1
Arif,"Ribet.. mau login ada 3 pilihan. Email , WA , sms. Gua pilih WA . Ketika memasukin kode otp nya. Di pinta lagi otp Email. Justru gua email nya sudah tida aktif. Udah CARA A-Z GUA COBA , tetap haruS minta email otp , disisi lain gua lupa pasword. Ketika pilih lupa pasword tetap minta email. Aplikasi tolol ! Jadi gua pilih grab dan lalamove aja !",1,2025-02-21 04:18:41,
Muhammad Gharby,mantap,5,2025-02-21 04:18:24,5.10.1
Richard Ajahhh,"CS Gojek dari gopaypinjam sangat tidak beratitude, belum jatuh tempo sudah ancam menyebar data pribadi, sangat tidak direkomendasika meminjam uang untuk usaha di gopaypinjam. Payah memilih pekerja CS",1,2025-02-21 04:18:22,5.10.1
Fadhil hasibuan,mantap,5,2025-02-21 04:17:34,5.10.1
Jarohman 774,Driver pada ngeselin banyak banget yg cancel pada ga gerak juga bilang nya ditunggu tapi ga gerak gerak untuk apa coba mau jadi driver ojol tapi gamau ambil penumpang mendinggan ga usah jadi ojol kalo gitu caranya bukannya ada nya apk ojol itu untuk mempermudah org org ya tapi ko malah jadi snewen yg pesan ojol nya tolong di kasih toleransi ke semua ojol atau di kasih peringatan keras,3,2025-02-21 04:04:28,4.50.1
I'm Icaoky,Membantu,5,2025-02-21 04:03:21,
malin al djafar,"Bagi pelanggan yg order gocar, utk tidak mengaktifkan menu pencarian cepat, PKi",1,2025-02-21 04:02:50,4.87.2
fransiska hutagalung,Aplikasih ini kenapa bisa masuk chat orang lain selain driver nya tolong anda jelaskan,1,2025-02-21 03:49:41,5.10.1
Belajar Mengaji,"Nyari driver lama, gak ada voucher, tiba² motong saldo buat langganan gojek plus yang gak ada promo sama sekali, SAMPAHH!!",1,2025-02-21 03:49:08,5.10.1
Lilis Listiana,"Kenapa duit gopay gua ga bisa di gunakan dan di tf? Alasan harus upgrade,dokumen sdh lengkap,poto selfi sdh tp knp sllu di tolak,kembalikan dong duit gua",1,2025-02-21 03:46:41,5.10.1
Iyus Wxb,good,5,2025-02-21 03:41:15,
Meisyadri Fhalima,Mantap,5,2025-02-21 03:38:18,5.11.1
Teguh Supriyadin,Mantap,5,2025-02-21 03:26:33,5.10.1
Arey,Masih aman terkendali,3,2025-02-21 03:17:06,5.3.1
Muhammad Daffa Dhaifullah,Lokasi driver sering eror,1,2025-02-21 03:04:49,5.10.1
Insan Kamil Budiman,Sangat membantu,5,2025-02-21 02:57:58,5.8.1
Yuliana Dewi saptiani,"saya kasih bintang 3 dullu , karna gopay pinjamh sudah ada limit tapi tiap bulan di ajukan sudah 3x di tolak terus harus nunggu sebulan lagi padahal transaksi sya di gojek hampir setiap hari ada transaksi,hari ini di buka lagi pinjaman nya kallo di ACC saya tambah bintang , tq gojek 24-8-24 Hari in gopinjaman sya akan bisa di ajukan kembali ini pengajuan ke 9 saya di gojek karna selalu di tolak padahal limit tertera,,tolong ACC pengajuan sya gojek , bintang nya sya turun kan dullu 21-2-25",1,2025-02-21 02:38:49,
Nadya Krisna,Lebih banyak promo donk,5,2025-02-21 02:28:27,5.10.1
agus faiz,Pake gojek Pokonya jadi sat set,5,2025-02-21 02:19:25,5.10.1
jeffri saputra,Verifikasi wajah untuk update terbaru.. Jdi sulit pindahkan ke perangkat baru,1,2025-02-21 02:06:10,5.10.1
Imarini moth,Good,5,2025-02-21 02:00:02,5.10.1
iwan setiawan,Ya gitu deh,5,2025-02-21 01:58:58,
Irwan Taufik,pelayanan memuaskan,5,2025-02-21 01:58:28,5.8.1
peh .firman,Terbaikkk,5,2025-02-21 01:47:54,5.10.1
Arioo 12,Mantab,5,2025-02-21 01:41:16,5.10.1
IndZelda Gie Penova,"Aplikasi gocar nya kurang bagus, selalu di cencal terus. Alesannya jarak terlalu jauh dan harga terlalu murah, macet lah, bla bla bla bla.",4,2025-02-21 01:38:10,5.10.1
fatma dewi,"Untuk pemesanan gofood waktunya tambah lama ditambah pesanan yang katanya telat, jadi nunggu 1 jam-an. Untuk pesanan kali ini tiba2 resto chat buat ambil pesanan karena sudah siap (sudah dapat driver tiba-tiba cancel) Buat apa pesan gofood dengan pilihan pesan antar kalau harus pick up sendiri😮‍💨Dan sering juga pesan gofood toko sudah tutup, tiidak ada info. Jadi butuh waktu lagi. Atau sering juga, menu habis tidak ada info juga.",5,2025-02-21 01:36:24,5.11.1
M A,Sangat membantu disegala kondisi,5,2025-02-21 01:15:36,5.10.1
Bobby Pratama Purba,"Sudah 45 menit saya mesan Go-Car semuanya tidak bergerak mobilnya, saya kehujanan mau bekerja. Apa memang drivernya begitu? Tolong di pantau.",1,2025-02-21 01:05:45,5.10.1
Bothe Zhee,Sangat membantu,5,2025-02-21 01:05:11,5.10.1
Silvia Meisita,"sebel bgt dapet drivernya jauh mulu, padahal deket rumah juga banyak driver. saya mau bawa orangtua ke rs aja nunggunya sampe 1 jam. kalau urgent bgt amit2 bisa lewat. tolong dong gojek yg bener kalau cariin driver. menyusahkan orang!!!",1,2025-02-21 01:02:08,5.10.1
Utari Poerbasari (Ibunya Hanum dan Akram),Sekarang sudah lebih baik.,5,2025-02-21 01:00:03,5.10.1
karya kita,"Konyol sekarang, order dikasih driver yg drop penumpang lain dlu. Emng sengaja mw pake go jek biar cepet",3,2025-02-21 00:58:16,
Nadnad Donad,"makasih sudah menghadirkan goride hemat, kalau bisa banyakin promo yaww",5,2025-02-21 00:48:17,
M Hasyimasari,Top deh Poko,5,2025-02-21 00:38:42,5.11.1
zaafa,TOLONG LAH KALO UJAN ITU LEBIH CEPAT DICARI DRIVERNYA INI MALAH UJAN MALAH MAKIN GAMAU DRIVERNYA,1,2025-02-21 00:36:42,4.86.2
Muhammad Sakti,Good,5,2025-02-21 00:20:17,5.9.1
Ayu Jenaul07,Selalu menyenangkan,5,2025-02-21 00:18:23,5.10.1
Riny Kurniasari,Mantap,5,2025-02-21 00:12:56,5.10.1
RYAN JONG JAVA,Okeed bagus,5,2025-02-21 00:12:49,5.10.1
anto taryanto,ok,5,2025-02-20 23:51:25,
Muhammad Asdar,Semoga kedepan nya gojek semakin bagus,5,2025-02-20 23:49:59,5.9.1
martarini bassar,on time goridenya,5,2025-02-20 23:42:44,5.1.1
Syifa Nabila,driver oon g gerak mnding gausa diambil org buru²,1,2025-02-20 23:26:49,5.10.1
Siti Nur Halizah,"kecewa banget sama gojek sekarang, sering banget bug trs susah banget dapet pengemudi,trs sering dpt gojek yg bilang dh jalan padahal belum, skrng ga mau pake lagi padahal sering make buat sekolah semenjak sering bgitu ga dlu",2,2025-02-20 23:18:52,
DIDIK ISDONO,Lebih ditingkatkan lagi yang sudah oke,5,2025-02-20 22:49:40,4.94.2
Bangun Suranto,"Tepat waktu,,sikap driver ramah",4,2025-02-20 22:44:43,5.10.1
Nicely,Kegedean adminnya. Mahallll,1,2025-02-20 22:44:35,5.10.1
Aden Slow,Daftar driver sampe sekarang blm jadi mitra semua data sudah terverifikasi .lamaa,5,2025-02-20 22:43:17,3.48.2
Chelsea Fc,mantapp,5,2025-02-20 22:25:16,5.10.1
Marsumi Aloy,Good job,5,2025-02-20 22:10:23,
Aspian B Suchaemi,Godluck,5,2025-02-20 21:41:07,5.10.1
Hengki Vanhotun,mantap app nya,5,2025-02-20 21:06:39,5.10.1
Indri Safitri (Indri X),Terima kasih Gojek.,5,2025-02-20 21:06:03,5.11.1
muhamad maulana akbar,Ok,4,2025-02-20 20:19:47,5.10.1
Jon Thrusdy,Mantap,5,2025-02-20 20:01:59,5.10.1
Juwarno,Ok,5,2025-02-20 19:02:45,5.10.1
Mohammad Amin,Mantap,5,2025-02-20 18:56:48,
Widia Ayunua,Knpa ya beda sama dulu Sekarang sering telat2 kalo pesan makanan mana telat nya hampir 1 jam Mulu bukan sekali dua kali tapi sering padahal udah pake jasa expres rugi ngecewain lama2,3,2025-02-20 18:28:23,5.11.1
Lutfi Salsabila,banyak korupsi waktu tertera makanan tiba 7 menit tapi twrnyata setengah jam tapi waktu 7 menit nyabga ngurangin emang gojek pea,1,2025-02-20 18:23:05,5.10.1
Silvia Karimatus,Sangat puas dengan aplikasi gojek.. Sangat membantu sekali,5,2025-02-20 17:24:34,5.10.1
Wahyu Setiadi,Keren,4,2025-02-20 17:23:02,5.11.1
Noval Rusdians,Oke,5,2025-02-20 17:20:02,
Nesya Widya amanda9102,Ok,5,2025-02-20 16:52:35,
Putut Kurnia,"Gak perlu kawatir kelaperan di tengah malam,,thanks",5,2025-02-20 16:50:13,5.11.1
Tri Hartanto,Gak jelas,1,2025-02-20 16:09:02,5.10.1
Afwan Baru,oke bagus pokoe,5,2025-02-20 16:05:19,5.10.1
Bunga bondar,sangat mempermudah perjalanan,5,2025-02-20 15:57:55,5.9.1
Supan Riyandi,mantap,5,2025-02-20 15:41:20,
Yulia Thessalonica,"Ini app makin gk nyaman dipake. Pesen gocar sering bgt drama nya dri pd app sebelah, driver minta cancel lah, ud lama2 nunggu tiba2 di cancel lah,pdhl ongkos mahal bgt, potongan ke driver kemahalan ujungnya merugikan konsumen krn si driver jg ngeluh ke konsumen. Blm lg tingkah driver yg ngebelin, ditambah sistem app yg gk make sense dan gk efficient bgt psn ojol apapun baik gocar,gomart gk pernah dpt yg deket,pasti jauh2,blm lg konsumen jg suru bayar biaya app ongkos ojol jg dipotong",1,2025-02-20 15:39:29,5.11.1
Joseph. C.Y,"Saya udah pesen makan dari jam 8, udah di dua resto. Saya pesan, diterima pesanan saya! Saya mana tau tuh resto mau tutup, nunggu lama lama, kok menitnya ga abis2? Tanpa pemberitahuan lho, ""masakan dimasak dengan sepenuh hati"", halah ternyata restonya dah tutup, kukira emang ga ada driver aja, Ternyata emang rusak appnya. Ini masalah perut! b1 sampe pengalaman saya tidak terulang lagi. Salah restonya jga, mgkin peraturan restonya bisa diperketat, kasi suspend ke resto yang ga bertanggung jawab.",1,2025-02-20 15:04:04,5.10.1
khariSma sulistyo,aku hapus gak bisa buat download video tik tok,3,2025-02-20 14:36:21,
Roy Octavian Aldy Pratama,Bagus,5,2025-02-20 14:32:06,5.10.1
hindun anwar,Sangat memuaskan,5,2025-02-20 14:30:00,5.10.1
Winarni Mba wien,"Aplikasi Gojek ini sangat membantu,buat saya pekerja yg harus sat set dan tepat waktu",5,2025-02-20 14:15:58,5.10.1
Astri Sulastri,Memudahkan dalam perjalanan dan pesan yg lainya terimakasih apk gojek 🙏😊,5,2025-02-20 14:15:17,5.10.1
Marian Zendato,Mantap cepat dan tepat waktu,5,2025-02-20 14:08:51,5.10.1
Syahrul Miskat01,bagis,5,2025-02-20 14:01:50,5.10.1
Haikal AAA,Mantap,5,2025-02-20 13:52:04,5.10.1
Tama Tama,Mantapp,5,2025-02-20 13:32:52,
Cucum Sumiati,Terbaik,5,2025-02-20 13:32:26,5.10.1
Wiwing Reddis,Praktis dan nyaman,5,2025-02-20 13:31:31,5.10.1
Djono Wanto,Cepat dan simple gk ribet,5,2025-02-20 13:27:10,5.10.1
Diabu Namhar,Ok,5,2025-02-20 13:23:29,5.10.1
I Gede Erik Saras Saputra,driver gojek sekarang pada sombong mentang mentang cuma 10 ribu ga ada yang mau ambil gerak padahal sudah di Terima oleh driver,1,2025-02-20 13:16:33,
Agung Riski,"Nunggu satu jam penuh tiba tiba di batalain sepihak karena gk dpet driver, maksud ku klo sejak awal gk sanggup nyediain deiver bilang, gua sejam libih kelaparan mlh kecewa doang",1,2025-02-20 13:12:54,5.9.1
taufik bahtiar,Good,5,2025-02-20 13:12:42,
Afdal Akbar,Bagus,5,2025-02-20 13:06:41,
mas Ikhsan,Nunggu lama,1,2025-02-20 13:06:13,4.93.1
pecinta damai,"Aplikasi sangat membantu disaat membutuhkan layanan transportasi yang mencakup segala hal, tingkatkan demi kenyamanan konsumen!👍👍👍",5,2025-02-20 13:03:45,5.10.1
Ahmad Zaini,makanan nya murah² dan enak²,5,2025-02-20 12:57:37,5.9.1
Abdul Aziz Siregar,"Ngobrolnya asik,pak supirnya tau jalan,mobilnya sehat dan bersih",5,2025-02-20 12:57:33,5.10.1
Anggun Cellsy,Goodddd,5,2025-02-20 12:56:47,5.10.1
HRC.Hayabuza,"alasan saya kasih b1 karna gopai saya si blokir dengan alasan ""transaksi tidak wajar"" tidak wajar nya darimana ya saya cuman pake top up game doang padahal",1,2025-02-20 12:37:00,5.10.1
Nengsih,Sangat membantu,5,2025-02-20 12:36:21,5.10.1
Sriyanto Aja,Memudahkan jika butuh apapun,5,2025-02-20 12:35:27,5.10.1
Lailatul Izah,"👍👍👍 Gocar Deluxe, saya rasakan lebih nyaman",5,2025-02-20 12:35:02,
Alek Bhuday,Ok,5,2025-02-20 12:33:58,
bila ramadhani,sangat membantu okelah,5,2025-02-20 12:28:23,5.10.1
Silvania Maryanti,sering bgt susah dbuka chat drivernyaa.. coba tolong di cek lagi,2,2025-02-20 12:25:55,5.10.1
Mawar Puspita (2204010086),"Gak pernah telat bayar gopay later, tapi tiba tiba di blokir 🙂",2,2025-02-20 12:19:22,
Diki Wahyudi,Bagus banget,5,2025-02-20 12:12:35,5.10.1
Sayfa J Subagja,sering error tulisannya bilang ga ada internet padahal ada,2,2025-02-20 11:51:15,5.10.1
Wiwin Widartini,Bagus,5,2025-02-20 11:43:23,
Luthfi Fauzan,Kalau pakai paylater biaya cicilannya ga masuk ke total bayar kacau,1,2025-02-20 11:40:34,5.10.1
Adah Saadah,Gembira,1,2025-02-20 11:38:43,4.96.2
Andhika Daris H,Thanx you,5,2025-02-20 11:38:32,5.10.1
Hendri,Selalu kena penyalahgunaan promo gara gara pakai nomor banyak sama alamat yang sama. Hadeh hadeh dibatasi mulu akun gua. Sekali SETIA SAMA SATU AKUN. JUGA GA ADA ADA PROMONYA,1,2025-02-20 11:33:44,5.10.1
Reno,Aplikasi Sangat Membantu...,5,2025-02-20 11:33:03,5.10.1
Vincen Hartama sipangkar,"Gojekkk tidak bisa bekerjasama dengan driver, applikasi tidak bermanfaat",1,2025-02-20 11:24:07,5.10.1
Febhels Febhels,"Geudd. Sering sering banyak voucher, jgn pelit juga buat bagiin ongkir ke mitra driver. Kasian lohh",5,2025-02-20 11:23:25,5.10.1
Efriza Pratama,good,5,2025-02-20 11:23:16,5.10.1
Malam Siang,Ok.,5,2025-02-20 11:17:20,5.2.1
HD Box Gaming,Tepat waktu,5,2025-02-20 11:08:44,5.4.1
paisem cute,"Akurat, jalanya hati-hati, pelan tp pasti.",5,2025-02-20 11:03:13,5.10.1
Firman Kusuma,Cukup bagus,4,2025-02-20 10:59:22,5.10.1
Garenk Prasetyo,Mantul,5,2025-02-20 10:44:58,5.10.1
Deborah Eden (BORA),Sukak Karna banyak voucher,5,2025-02-20 10:37:22,5.10.1
Dita Setya Purnamasari,"Merasa dirugikan sekali sebagai pengguna aplikasi dgn ketentuan driver bisa langsung ngasih additional cash tanpa ada notif konfirmasi ke pelanggan. Harusnya aplikasi harus 2 arah, klo ada biaya tambahan ya harus dgn persetujuan pemilik akun, ngga tiba² biaya nambah dan saldo kepotong tanpa pemilik akun tau. Harusnya sistem nambah biaya ini bisa ngadopsi sistem refund di onlineshop, BUTUH PERSETUJUAN 2 BELAH PIHAK.",1,2025-02-20 10:29:53,4.93.1
9A_ Muhammad Rehan Sidiq_31,Good,5,2025-02-20 10:28:54,5.10.1
Rana Setiawan,Mantap pokonya,5,2025-02-20 10:17:55,
Karinaaespaoffcial Karinaaespaofficial,bagus mempermudah membeli makanan cepat saji makasih ya sudah membuat apk ini,5,2025-02-20 10:15:24,5.10.1
Riska,"Bagus banget aplikasinya, berguna banget jadi yaaa🤗",5,2025-02-20 10:12:29,
Wahyu Ani,Mantap,5,2025-02-20 09:53:44,
primadina 123,Bagus lah,5,2025-02-20 09:51:01,5.10.1
Elvi Yusnita,Mantap,5,2025-02-20 09:48:13,
Meurisna Drajat12,Bagus,5,2025-02-20 09:45:25,
Ikhsan Saputra,cepat nyaman dan aman mantap.,5,2025-02-20 09:35:04,5.10.1
WEYZ N R T,josss,5,2025-02-20 09:17:34,5.10.1
Mal FalahRindra,Sangat membantu,5,2025-02-20 09:15:26,5.10.1
SLAMET RIYADI,Sekarang lebih lancar dan lebih baik,5,2025-02-20 09:13:11,5.10.1
Dwi Ratih Looo,Bgus,5,2025-02-20 09:02:39,5.10.1
ida kristiani,bagus hanya saja kadang dapat driver yang ugal-ugalan...aku sampai jatuh tp gak ada tanggung jawabnya...dan dpt juga yg agak kurang baik...duduk nya mepet2 saya... sampai mau jatuh... untung aja jaraknya dekat.. kepala ku sampai sekarang masih sakit...saya cs dari wilayah Sidoarjo..,5,2025-02-20 08:55:17,5.8.1
Fajar Indiharto,sangat membantu,5,2025-02-20 08:53:08,5.11.1
Muhammad Sarun,gojek memang mantap,5,2025-02-20 08:40:52,5.10.1
Amin Can,"Tidak ada tanggapan,beli paket data sudah ditF dan kepotong,tapi tidak terisi",1,2025-02-20 08:33:05,5.10.1
Keke Monica,Lebih aman dan nyaman aplikasi gojek,5,2025-02-20 08:31:58,5.10.1
Pengguna Google,Gojek sekrng tuh klo kita mau komplain bagian cs ga di respon,3,2025-02-20 08:27:56,5.9.1
Sumadi sumadi,Semakin kesini bukanya semakin bagus malal semakin buruk,1,2025-02-20 08:26:51,5.10.1
Fajhar Moh,Mantaplah,5,2025-02-20 08:20:03,5.9.1
Bioskop Babakan,Bangga sama buatan negri,5,2025-02-20 08:19:39,5.10.1
syifa safitri,"dengan adanya aplikasi gojek inii, sangaaaat membantuu urusaan sayaa, SENENG BGT IH KADANG PROMONYA SUKA GA NGOTAK WKWKWKW",5,2025-02-20 08:19:26,5.10.1
Rama Fahmi,"Sistem cacat, pesan makanan banyak. Makanan saya diajak keliling dulu antar pesanan lain. Padahal jarak resto lebih dekat dengan rumah saya",1,2025-02-20 08:18:36,5.10.1
Potatoluv Yuh,Pelayanan memuaskan.Cepat tanggap dan ramah.,5,2025-02-20 08:18:19,5.8.1
Yuliana Dafa,Top,5,2025-02-20 08:15:53,
Riyanto Riyanto,Cepat dan aman pelayan baik sekali,5,2025-02-20 08:11:28,5.11.1
Rizki Bagas,Selalu dapat harga murah) selalu dapat voucher,4,2025-02-20 08:08:07,5.10.1
Bewox Escobar,Good job,5,2025-02-20 08:04:20,
INAL bin H. HANAFI,mantaaap laaah,5,2025-02-20 07:43:17,5.8.1
ASTRONOT DIDARAT,"Skr gojek mahal banget keterlaluan, sudah ongkos mahal, biaya aplikasi tinggi, tapi banyak yg driver mengeluh pas saya orderan driver bilang ongkir nya murah padahal di akun costumer saya ongkir nya mahal banget",1,2025-02-20 07:36:58,
khadaff,"perbanyak lagi sih diskon nya, apalagi buat gw yg sehari² pake gojek",5,2025-02-20 07:34:13,5.6.1
Mutiara Queen rhamadany Salim,loveee bangett 💕💕👍🏻👍🏻👍🏻👍🏻👍🏻,5,2025-02-20 07:29:32,5.10.1
Jamal Jamal,"Aplikasi ini sangat amat menguntungkan sekali. Berkat gojek kamii bisa order makan terus saat sibuk kerjaa. Tidak perlu repot-repot keluar untuk beli makan siang atau cemilan. Terimakasih gojek, sering-sering banyakin promo nyaa yaaa🫶👭👭😘😚😙😗😉 -Kami dari karyawati su2",5,2025-02-20 07:21:51,5.10.1
Tarudin,bermamfaat bget,5,2025-02-20 07:15:41,5.10.1
Je Rudianto,"Uninstall aja kelamaan nunggu driver yang katanya double order.👎 Hai jek... Saya cuman mau ngabarin, saya udah pindah ke sebelah. Shopee is good 😂👍",1,2025-02-20 07:05:53,
Andriyani Pros,terimakasih atas pelayanannya sdh diantar sampai rumah dg selamat,5,2025-02-20 07:01:56,5.10.1
Kiddiepie 20,"BARANG SAYA HILANG , PIHAK GOJEK TIDAK ADA BANTU APA2 JELEK BGT INI APPLIKASI",1,2025-02-20 07:01:45,5.8.1
mey linda,baik,5,2025-02-20 06:51:12,5.10.1
Matthew Cooper,gojek gesit,5,2025-02-20 06:45:09,
Zuhdi Zuhdi,Sistem aplikasinya seperti makin lama makin gak bagus. Pencarian drivernya kenapa harus yang jauh-jauh dan gak efisien?,1,2025-02-20 06:43:46,5.10.1
Budiansjah IM3,Mantap pelayanan cpt,5,2025-02-20 06:41:58,
Aziz PopiesLine,Fixs recomended,5,2025-02-20 06:41:06,5.10.1
Ahmad Addani Umar,"Sering banget dapet driver nya ga sesuai apa yang di pilih, saya pilih goride Comfort tapi dateng nya udh kaya goride Hemat",5,2025-02-20 06:31:05,5.10.1
Chrisna Widasari,tingkatkan lagi promo-promo gila nya😀,5,2025-02-20 06:23:51,5.10.1
Marcho Bagus,Butuh Bantuan menu chatCS tpi cma dikasih BOT dan ga bisa ketik... Apa2an kita butuh Bantuan.. tp hasilnya Bukan Solusi ... Aplikasi Busuk,1,2025-02-20 06:05:48,5.10.1
Kepin Wu,"Tanpa gojek aku ga bisa pulang kerumah dengan senang hati, aku bangga menginstall aplikasi ini, penuh dengan kebahagiaan, apalagi bisa pesan makan yang enak dengan harga yang cukup terjangkau. Dengan ini aku bisa tidur dengan tenang walaupun aku bahaya. Gojek aplikasi terbaik yang pernah ku miliki!!!",5,2025-02-20 05:59:01,5.10.1
Ahmad Randi,Mantap,5,2025-02-20 05:49:50,5.10.1
Chaprina Ningrum,Satsetttt,5,2025-02-20 05:48:43,5.10.1
Ram dani,Good.... Sangat membantu....,5,2025-02-20 05:47:49,
Siti Soleha,banyak promo mantap,5,2025-02-20 05:44:34,5.10.1
ana kesiman,Semakin TOP,5,2025-02-20 05:37:46,5.10.1
Feni Triyani,tidak ada diskon lagi,2,2025-02-20 05:33:39,5.10.1
Nursaid Said,Ga guna,1,2025-02-20 05:33:21,
Virgiawan Kumis Listanto,Good,5,2025-02-20 05:22:46,5.5.1
Wiz*Once Neverland Midzy Buddy Forever,Terbaik,5,2025-02-20 04:59:11,5.10.1
Joy Rams,"Benahi lagi dah ni apk!!! SDM nya benahi lagi, gimana penyelesaian masalah, bicara terhadap Cust!!",1,2025-02-20 04:52:40,
G AW,mntp hehe,4,2025-02-20 04:52:21,5.8.1
Mohammad Fala'k,Ok,5,2025-02-20 04:51:46,5.10.1
Ijah Wahyuni,ok,5,2025-02-20 04:51:40,5.8.1
Lucia Martha,bagus,4,2025-02-20 04:47:29,5.10.1
Novi Elpeu,"Aplikasi cepet banget keluar/logout sendiri. Entah aplikasi ku sendiri atau semuanya. Bug atau gimana gak ngerti deh. Mengganggu banget kalau tiap kali buka aplikasi gojek harus login terus. Minimal kalau demi keamaan login secara berkala aja seminggu sekali. Ini tiap kali buka harus login. Gak efisien, spam kode verifikasi jadinya",2,2025-02-20 04:37:38,5.6.1
Reza Novianto,Terbaik,5,2025-02-20 04:36:10,5.10.1
Irma Lusiana,Bener² membantu diperjalanan dan membantu mencari referensi makanan setiap harinya,5,2025-02-20 04:26:11,
Linda Fitriani,waktu penjemputannya baik ..itu setahu saya yaa ..setiap saya pesan penjemputannya baik,5,2025-02-20 04:12:21,5.10.1
Muhammad Iqbal,Diskon nya kasi dong sering kirim barang,5,2025-02-20 04:10:09,5.10.1
Joko Mulyono,Mantappp,5,2025-02-20 04:08:41,5.10.1
Sobirin Chanel,Ok lebih hemat lebih murah pokok nya istimewa,5,2025-02-20 03:57:59,5.10.1
Aku Dewe,Untuk area OKU Timur Sumatera Selatan. Tolong diadakan min. TQ gojek,5,2025-02-20 03:50:12,5.10.1
irsyad burhan,"Asik banget sama driver nya, ramah juga. Perjalanan pun aman ga ribet 😃😁😆",5,2025-02-20 03:35:39,5.10.1
Hendrik Sudrajat,berguna,5,2025-02-20 03:24:01,5.10.1
Alhu Gthy,Mantab,5,2025-02-20 03:08:20,
Alula Aiska Putri,Bagussss,4,2025-02-20 03:07:10,5.11.1
Rian Syah,banyak oknum driver sengaja meminta parkir padahal di restoran tidak ada parkir,1,2025-02-20 03:00:44,5.10.1
Bambang Sumantri,Aplikasi aneh,1,2025-02-20 02:59:03,5.10.1
Jilan Jaisy,Kode otp nya ga masuk. Bajingurrrrrr,5,2025-02-20 02:55:49,5.9.1
Nurhayati Hallimi,"Drivernya baik, nyaman membawa kendaraannya",5,2025-02-20 02:44:41,5.10.1
Umi Yatun,Banyak promo makin cintaa ❤️❤️❤️,5,2025-02-20 02:43:25,5.10.1
doddy nugroho,Mantapp,5,2025-02-20 02:39:27,5.10.1
Tangguh Akbar,Cukup membantu,5,2025-02-20 02:36:29,5.9.1
Muhammad ilham,Mantap Karya anak bangsa,5,2025-02-20 02:24:44,
Hans Christian,Saya pelanggan setia Gojek. Menurut saya belum ada yang bisa ngalahin gojek dari banyak hal.,5,2025-02-20 02:17:19,5.10.1
Wiwik Sastra,"Sangat mengecewakan, saya isi pulsa dari jam 7 pagi kemerin lewat gopay sampai pagi ini tidak masuk pulsa tersebut & tidak ada pengembalian sama sekali. Saya sudah laporkan kejadian kemarin tapi hanya slogan saja sampai saat ini pulsa yang saya pesan belum masuk & pengembalian pun tidak ada.",5,2025-02-20 02:11:53,5.10.1
Rosita Nur Safitri,Sangat membantu untuk kehidupan sehari2,5,2025-02-20 01:59:56,5.10.1
Sky Luke,"Bagus, sangat bermanfaat. Terima kasih.",5,2025-02-20 01:49:49,5.10.1
Jul caesar Valentino,mantap ni apk,5,2025-02-20 01:42:09,5.10.1
Marwah Zhana,Sangat puas playayanannya .ramah juga,5,2025-02-20 01:31:56,5.10.1
Fitri Handayani,Ok,5,2025-02-20 01:20:24,5.8.1
Girsang Girsang,driver ramah,5,2025-02-20 01:15:54,5.10.1
Orient Sudirman Suites,Sering error di notifikasi,3,2025-02-20 01:13:27,
Farhan Ferdiansyah,"Lama banget bat driver lu, tutup dah aplikasinya, jauh amat lokasinya 5 menit 7 menit",1,2025-02-20 01:05:10,5.10.1
ravi ramadhan,Kepada Pihak Gojek Saya Tidak Memasuki Verifikasi Wajah,1,2025-02-20 01:02:26,
Joni Septian,"Biaya ny agak mahal Di banding Maxim Tapi,oke lah Ckup 3 dlu...",5,2025-02-20 00:53:38,5.10.1
Rukiat Uki,Cepat & mudah,4,2025-02-20 00:50:20,
Ratih Suzuki,Gojek the best 👍,5,2025-02-20 00:44:05,5.10.1
Serapan Pagi,Banyak promonya gojek sangat membantu 👍,5,2025-02-20 00:26:49,5.11.1
guest doer,"Menjangkau area yg jauh dari pangkalan ojek saat urgensi kita butuh transportasi yg cepat, Terima kasih gojek semoga makin sukses",5,2025-02-20 00:19:18,5.10.1
Prayogo Doi,Mntap,5,2025-02-20 00:12:59,5.7.2
Sitiindra Meyer,Sejauh ini TDK mengecewakan,5,2025-02-20 00:12:04,5.10.1
Gandes Gondrong,Kalau malem nyarinya agak susah di daerah bali,5,2025-02-20 00:05:36,5.10.1
sanusi Muhammad,Sangat baik pelayanan selama pakai aplikasi gojeg,5,2025-02-20 00:00:52,5.10.1
ayu Syahara,Harga nya segini aja JD lebih terjangkau ekonomis,5,2025-02-19 23:59:25,4.92.1
Mei lan li “meimei” singer,Beberapa driver skrng kadang tidak mau ambil pesanan gomart.minta dicancel.....pdhl dalam kondisi urgent butuh bgt barang itu.. ...ga usah ada tulisan dalam gomart (saat darurat)..!!!!!!!..pdhl dulu jarang sekali driver yg minta cancel...,2,2025-02-19 23:43:35,5.10.1
Atep Lukman,Mantap,5,2025-02-19 23:34:58,5.10.1
Rizki,Gojek tolong perbaiki dong saya heran banget saya udah cancel ojek malah dikasih makin jauh lokasinya kan heran orang mau kemana mana gak bisa ngendelin gojek,1,2025-02-19 23:25:01,
Aldi Bagus,Bisa bantu sekali,5,2025-02-19 23:16:48,5.9.1
guntur prabowo,"Mahal lama""",1,2025-02-19 23:16:04,
Yoel Natan Christian,lama buat ngedapetin driver klo pesen pagi/ lagi urgent,1,2025-02-19 23:10:10,5.10.1
